name_en,name_br,name_fr,name_ge,name_po,name_ru,name_sc,name_sp
"Colonists need to <color em>sleep</color> for only 1 hour and regain extra Sanity when sleeping.

<color flavor>""Sleep, those little slices of death — how I loathe them."" 
<right>Edgar Allan Poe</color><left>","Colonos precisam <color em>dormir</color> durante apenas uma hora, e recuperam Sanidade adicional durante o sono.

<color flavor>""Sono, essas pequenas fatias de morte - como as detesto.""
<right>Edgar Allan Poe</color><left>","Les colons n'ont besoin que d'une heure de <color em>sommeil</color> et regagnent de la Santé Mentale pendant qu'ils dorment.

<color flavor>« Oh que j'exècre le sommeil ! Les nuits ne sont que des petits fragments de la mort. »
<right>Edgar Allan Poe</color><left>","Die Kolonisten müssen nur 1 Stunde <color em>schlafen</color> und regenerieren während des Schlafens zusätzlich Besonnenheit.

<color flavor>„Der Schlaf, diese kleinen Scheibchen des Todes – wie ich sie hasse.“
<right>Edgar Allan Poe</color><left>","Kolonistom wystarczy tylko 1 godzina <color em>snu,</color> a śpiąc, odzyskują dodatkowe zdrowie psychiczne.

<color flavor>„Sen, ten kawałeczek śmierci - jakże go nienawidzę”. 
<right>Edgar Allan Poe</color><left>","Колонистам требуется всего один час <color em>сна.</color> Во сне они лучше восстанавливают душевное равновесие.

<color flavor>«Сон, эти тонкие ломтики смерти. Как я их ненавижу».
<right>Эдгар Аллан По</color><left>","殖民地居民只需要1个小时的<color em>睡眠</color>时间，睡眠时会额外恢复理智度。

<color flavor>“睡眠，这些死亡的小小片断——是多么惹人生厌。”
<right>埃德加·爱伦·坡</color><left>","Los colonos necesitan <color em>dormir</color> durante una sola hora y recuperan cordura adicional.

<color flavor>""Dormir, esos pedacitos de muerte, oh, cómo los aborrezco"".
<right>Edgar Allan Poe</color><left>"
"Allows the construction of <color em>Biorobots</color> in the Drone Assembler. Biorobots eat and can gain traits but can't reproduce and never die from old age.

<color flavor>The human body is basically a complex bio machine that could be easily replicated with the exception of one major component – the brain. Now that we have finally unlocked that secret we can manufacture human-like Biorobots the same way we manufacture cars.</color><left>","Permite a construção de <color em>biorrobôs</color> no Montador de Drones. Biorrobôs comem e podem desenvolver traços, mas não podem se reproduzir e nunca morrem de velhice.

<color flavor>O corpo humano é basicamente uma máquina biológica complexa que poderia ser facilmente replicada, com exceção de um componente essencial - o cérebro. Agora que finalmente desvendamos esse segredo, podemos fabricar biorrobôs semelhantes a humanos da mesma forma que fabricamos carros.</color><left>","Permet la construction de <color em>Biorobots</color> dans l'Usine à drones. Les Biorobots mangent et peuvent développer des Traits, mais ne peuvent pas se reproduire ou mourir de vieillesse.

<color flavor>Le corps humain est une machine biologique complexe pouvant facilement être répliquée, à l'exception d'un composant majeur : le cerveau. Maintenant que nous détenons enfin ce secret, nous pouvons fabriquer des Biorobots semblables à l'Homme tout comme nous fabriquons des voitures.</color><left>","Ermöglicht den Bau von <color em>Biorobotern</color> in der Drohnenfabrik. Bioroboter essen und können Eigenschaften entwickeln, sie vermehren sich aber nicht und können nie an Altersschwäche sterben.

<color flavor>Der menschliche Körper ist eine komplexe Biomaschine, die mit einer Ausnahme leicht ersetzt werden könnte: dem Verstand. Jetzt, da wir dieses Geheimnis endlich gelüftet haben, können wir menschenähnliche Bioroboter auf die gleiche Weise herstellen wie Autos.</color><left>","Umożliwia budowę <color em>biorobotów</color> w montażowni dronów. Bioroboty potrzebują żywności i mogą uzyskiwać cechy, ale nie rozmnażają się i nie umierają ze starości.

<color flavor>Ludzkie ciało jest w zasadzie skomplikowaną biologiczną maszyną, którą można łatwo skopiować poza jednym elementem - mózgiem. Teraz jednak odkryliśmy tajemnicę, która pozwala nam produkować podobne do człowieka bioroboty w ten sam sposób, jak produkujemy samochody.</color><left>","Позволяет конструировать <color em>биороботов</color> с помощью сборщика дронов. Биороботы потребляют пищу и могут приобретать черты характера, но не размножаются и не умирают от старости.

<color flavor>Человеческое тело по сути своей — сложный биологический механизм, который довольно просто воспроизвести, и трудности вызывал только один основной компонент — мозг. Мы наконец овладели нужными технологиями и теперь можем собирать человекоподобных роботов так же, как собираем на конвейере автомобили.</color><left>","可以在无人机装配厂中制造<color em>生化人</color>。生物机器人会进食，也能拥有特性。但不具备繁殖能力，也不会年迈去世。

<color flavor>人类的身体就像一台复杂的生化机器一样，每个零件都可以轻易复制，但大脑却是个例外。如今，我们终于发现了人脑的奥秘。我们可以像生产车辆一样，生产这种与人类别无两样的生化人。</color><left>","Permite la creación de <color em>biorrobots</color> en la fábrica de drones. Los biorrobots comen y pueden adquirir caracteres pero no pueden reproducirse o morir de viejos.

<color flavor>El cuerpo humano es una compleja máquina biológica que sería fácilmente replicable exceptuando un componente, el cerebro. Ahora que superamos esta frontera, podemos crear biorrobots con la misma facilidad con la que creamos automóviles.</color><left>"
"When a colonist suffers a Sanity breakdown, they fall asleep and wake up after 6 hours with 70 Sanity. Colonists can't commit suicide or gain flaws due to sanity breakdown.

<color flavor>Failsafe systems have been in place and used to prevent catastrophes in various fields for centuries. Until now we had no viable way of remotely detecting when the brain was headed towards a meltdown. A means to remotely render people unconscious, however, was already available.</color>","Quando um Colono sofre um colapso de Sanidade, ele cai no sono e acorda depois de 6 horas com 70 de Sanidade. Colonos não podem cometer suicídio nem ganhar defeitos devido a um colapso de sanidade.

<color flavor>Sistemas de segurança são utilizados para prevenir catástrofes em várias áreas há séculos. Até agora, não tínhamos como detectar remotamente quando o cérebro estava rumando para um colapso. Uma forma de deixar as pessoas inconscientes remotamente, entretanto, já existia.</color>","Lorsqu'un colon subit une Dépression, il s'endort et se réveille 6 heures plus tard avec 70 % de sa Santé Mentale. Les colons ne peuvent pas se suicider ni développer des défauts à la suite d'une Dépression.

<color flavor>Depuis des siècles, nous utilisons des systèmes extrêmement fiables pour prévenir les catastrophes dans différents domaines, mais jusqu'à maintenant, nous n'avions pas de moyen fiable pour savoir quand le cerveau allait arriver à saturation. Et pourtant, il existait déjà un moyen de rendre les gens inconscients à distance.</color>","Wenn ein Kolonist einen Nervenzusammenbruch erleidet, schläft er ein und wacht nach 6 Stunden mit 70 % Verstand wieder auf. Kolonisten können aufgrund eines Nervenzusammenbruchs nicht Selbstmord begehen oder Schwächen erhalten.

<color flavor>Sicherheitssysteme verhindern schon seit Jahrhunderten Katastrophen in den unterschiedlichsten Bereichen. Bis vor Kurzem konnten wir noch nicht verlässlich voraussagen, wann der menschliche Verstand auf einen Zusammenbruch zusteuert. Es war uns jedoch bereits möglich, Menschen aus der Entfernung bewusstlos werden zu lassen.</color>","Gdy kolonista dozna załamania psychicznego, zaśnie i obudzi się po 6 godzinach z 70 zdrowia psychicznego. Koloniści nie mogą popełnić samobójstwa ani uzyskać wady z powodu załamania.

<color flavor>Systemy awaryjne stosowano do zapobiegania katastrofom w różnych dziedzinach od wielu stuleci. Jak dotąd nie mieliśmy możliwości zdalnego wykrywania objawów załamania nerwowego. Za to środki do zdalnego pozbawiania ludzi przytomności były dostępne bez problemu.</color>","Когда у колониста случается нервный срыв, человек засыпает на 6 ч и просыпается с 70% душевного равновесия. Нервные срывы не приводят к самоубийству и развитию недостатков.

<color flavor>Защитные системы веками использовались для предотвращения катастроф в самых разных областях. До сих пор у нас не было эффективных методик, позволяющих дистанционно выявлять критическое состояние мозга. А вот способ дистанционно отключать сознание человека мы уже изобрели.</color>","当殖民地居民发生理智崩溃时，崩溃的居民会陷入沉睡。6小时后苏醒，理智度恢复至70。殖民地居民在理智崩溃期间不会自杀，也不会产生缺陷。

<color flavor>数百年来，许多领域都采用了故障保护系统，防止灾难发生。在此之前，当我们的大脑发生崩溃时，我们并没有什么办法能阻止它。但如今，我们已经可以通过远程操作，让人陷入无意识状态。</color>","Cuando un colono sufre una crisis de cordura, se desmaya durante 6 horas y después se despierta con un 70 % de cordura. Los colonos no pueden suicidarse ni recibir defectos al sufrir crisis.

<color flavor>Durante siglos, los mecanismos de seguridad se implantaron y utilizaron para prevenir catástrofes en varios campos. Hasta ahora no teníamos forma posible de detectar cuándo el cerebro iba a sufrir un colapso. Sin embargo, sí teníamos una forma de dejar inconsciente a la gente a distancia.</color>"
"Residents in the <color em>Arcology</color> get a bonus to work performance based on the number of unique perks and specializations of colonists living in the Arcology.

<color flavor>""The tools that a society uses to create and maintain itself are as central to human life as a hive is to bee life. Though the hive is not part of any individual bee, it is part of the colony, both shaped by and shaping the lives of its inhabitants.""
<right>Clay Shirky</color><left>","Residentes na <color em>Arcologia</color> ganham um bônus de performance baseado na quantidade de talentos e especializações dos colonos que vivem na mesma.

<color flavor>""As ferramentas que a sociedade usa para criar e manter a si mesma são tão centrais para a vida humana quanto uma colmeia é para a vida das abelhas. Embora a colmeia não faça parte de nenhuma abelha em particular, ela faz parte da colônia, moldada e moldando a vida de seus habitantes.""
<right>Clay Shirky</color><left>","Les résidents de l'<color em>Arcologie</color> obtiennent un bonus de Productivité en fonction du nombre de talents et de spécialisations différents de tous les colons qui y habitent.

<color flavor>« Les outils utilisés par la société pour se construire et se maintenir sont essentiels aux humains, comme une ruche l'est pour les abeilles. La ruche ne se limite pas à une abeille en particulier, elle fait partie de la colonie. Celle-ci façonne les vies de ses résidents et, réciproquement, ils façonnent la colonie. »
<right>Clay Shirky</color><left>","Die Bewohner der <color em>Arkologie</color> erhalten einen Bonus auf ihre Arbeitsleistung, der auf der Anzahl an einzigartigen Stärken und Spezialisierungen aller Kolonisten in der Arkologie basiert.

<color flavor>„Die Werkzeuge, die eine Gesellschaft nutzt, um sich selbst zu erhalten, sind für das menschliche Leben genauso wichtig wie ein Bienenstock für Bienen. Obwohl der Bienenstock nicht Teil der einzelnen Bienen ist, ist er Teil der Kolonie, und beide werden von ihren Bewohnern beeinflusst, während sie gleichzeitig ihre Bewohner beeinflussen.“
<right>Clay Shirky</color><left>","Mieszkańcy <color em>arkologii</color> otrzymują premię do wydajności na podstawie liczby zalet i specjalizacji kolonistów mieszkających w arkologii.

<color flavor>„Narzędzia stosowane przez społeczeństwo do podtrzymywania swego istnienia są dla człowieka równie istotne, co rój dla życia pszczoły. Choć rój nie mieści się w żadnej pojedynczej pszczole, mieści się w kolonii, zarówno kształtowanej przez żywoty jej członków, jak i je kształtującej”.
<right>Clay Shirky</color><left>","Трудоспособность жителей <color em>аркологии</color> повышается в зависимости от числа уникальных черт и профессий всех ее обитателей.

<color flavor>«Инструменты, с помощью которых создается и поддерживается общество, имеют для человека такое же значение, какое улей имеет для пчелы. Улей не является частью отдельной пчелы, но он — часть колонии, которая организуется своими жителями и, в свою очередь, организует их».
<right>Клэй Ширки</color><left>","根据<color em>生态建筑</color>中拥有独特专长专业的居民数量，建筑中的居民在工作时会获得工作效率加成。

<color flavor>“人类构筑社会、维护社会的过程，就如同蜜蜂建造蜂巢一样。虽然蜂巢不属于任何蜜蜂个体，但却属于整个种群。它不仅由居民塑造，也塑造着居民的生活。
<right>克莱·舍基</color><left>","Los habitantes de la <color em>arcología</color> obtienen una bonificación al rendimiento en el trabajo basada en el número de destrezas únicas y en las especializaciones de los colonos que residen en la arcología.

<color flavor>""Las herramientas que utiliza la sociedad para crear y mantenerse a sí misma son tan centrales para los humanos como el enjambre para las abejas. Aunque el enjambre no es parte de ninguna abeja, es parte de la colonia, ambas afectan y son afectadas por la vida de sus habitantes"".
<right>Clay Shirky</color><left>"
"Colonists have a 50% chance to lose a <color em>flaw</color> on their journey to Mars.

<color flavor>It is never too late to improve on oneself, and the months spent traversing the void between Mars and Earth gives ample opportunity to do so.</color>","Colonos têm 50% de chance de perder um <color em>defeito</color> em sua jornada para Marte.

<color flavor>Nunca é tarde demais para se tornar melhor, e os meses que dura a travessia do vazio entre Marte e a Terra oferecem uma ótima oportunidade para isso.</color>","Les colons ont 50 % de chances de perdre un <color em>défaut</color> lors de leur voyage vers Mars.

<color flavor>Il n'est jamais trop tard pour s'améliorer, et les longs mois passés à traverser le vide spatial entre Mars et la Terre en sont la parfaite occasion.</color>","Es besteht eine Chance von 50 %, dass die Kolonisten auf dem Weg zum Mars eine <color em>Schwäche</color> verlieren.

<color flavor>Es ist nie zu spät, sich selbst zum Besseren zu verändern, und die monatelange Reise von der Erde zum Mars ist die perfekte Gelegenheit dafür.</color>","Koloniści mają 50% szans na utratę <color em>wady</color> w trakcie podróży na Marsa.

<color flavor>Nigdy nie jest za późno na doskonalenie się, a miesiące przemierzania kosmicznej pustki między Ziemią a Marsem stanowią ku temu dobrą okazję.</color>","По дороге на Марс колонисты с вероятностью 50% избавляются от <color em>недостатка</color>.

<color flavor>Поработать над собой никогда не поздно. Месяцы, которые уйдут на то, чтобы преодолеть межзвездную пустоту и добраться до Марса, — самое время этим заняться.</color>","殖民地居民在前往火星时，有50%的几率治愈一项<color em>缺陷</color>。

<color flavor>改善自身永远不迟。地球与火星之间的几个月的飞行时间，恰好为人们提供了这样的机会。</color>","Los colonos tienen un 50 % de posibilidades de perder un <color em>defecto</color> en su camino a Marte.

<color flavor>Nunca es demasiado tarde para mejorar como persona, y los meses de viaje entre Marte y la Tierra te dan la oportunidad de cambiar.</color>"
"<color em>Recharge Stations</color> service Drones in a 3 hex-range instantly.

<color flavor>Tesla once predicted that wireless power would be obtainable anywhere on Earth, illuminating and powering vehicles in the most remote of places. Ultimately his prediction came true – he only got the planet wrong.</color>","<color em>Estações de Recarga</color> atendem a Drones em um raio de 3 hexágonos instantaneamente.

<color flavor>Tesla um dia previu que a energia sem fios seria acessível em qualquer lugar da Terra, iluminando e abastecendo veículos nos lugares mais remotos. Sua previsão acabou virando realidade - mas ele errou o planeta.</color>","Les <color em>Stations de Recharge</color> s'occupent des drones dans un rayon de 3 cases, avec effet immédiat.

<color flavor>Tesla avait prédit que l'énergie sans fil serait disponible partout sur Terre, rechargeant des véhicules et illuminant les endroits les plus reculés. Finalement, il s'avère qu'il avait raison. Il s'est simplement trompé de planète.</color>","<color em>Aufladestationen</color> warten sofort alle Drohnen, die nicht weiter als 3 Felder entfernt sind.

<color flavor>Tesla hat vorhergesagt, dass irgendwann auf der ganzen Erde kabelloser Strom verfügbar sein würde, durch den sich selbst an den abgelegensten Orten Fahrzeuge in Betrieb nehmen lassen. Seine Vorhersage wurde Realität – aber auf einem andern Planeten.</color>","<color em>Stacje ładujące</color> obsługują drony w zasięgu 3 pól z efektem natychmiastowym.

<color flavor>Tesla przewidywał, że energia będzie kiedyś dostępna bez kabli w dowolnym punkcie Ziemi, oświetlając otoczenie i napędzając pojazdy w nawet najbardziej odległych miejscach. Ta prognoza w końcu się sprawdziła - tylko na innej planecie.</color>","<color em>Зарядные станции</color> мгновенно обслуживают дронов в радиусе 3 гексов.

<color flavor>Тесла предсказывал, что в будущем беспроводная передача энергии позволит запитывать транспортные средства в любой точке Земли. В целом его предсказание сбылось. Вот только с планетой он промахнулся.</color>","<color em>充电站</color>可以瞬间为3格内的无人机充满电。

<color flavor>特斯拉曾经预言过，无线供电将遍布地球的各个角落。即使最偏远的地区，也不用担心照明和载具供电。他的预言最终实现了，不过并不是在地球上实现的。</color>","Las <color em>estaciones de recarga</color> suministran energía a los drones en un rango de 3 hexágonos de forma instantánea.

<color flavor>Tesla una vez predijo que la energía inalámbrica podría utilizarse en cualquier parte en la Tierra, iluminando y recargando los vehículos incluso en los rincones más recónditos. Estaba en lo cierto, pero se equivocó de planeta.</color>"
"Allows <color em>Drones Prefabs</color> to be constructed in the Drone Assembler using Metals instead of Electronics.

<color flavor>Made entirely out of 2-dimensional nanomaterials, printed electronics combine effective electronic properties with low-cost production.</color>","Permite a construção de <color em>Drones</color> no Montador de Drones usando Metais em vez de Eletrônicos.

<color flavor>Feitos inteiramente com nanomateriais bidimensionais, eletrônicos impressos combinam propriedades eletrônicas efetivas com produção de baixo custo.</color>","Permet aux <color em>Préfabriqués de drones</color> d'être créés dans l'Usine à drones pour 1 unité de Métaux au lieu d'1 Électronique.

<color flavor>Entièrement réalisée en nanomatériaux bidimensionnels, l'électronique imprimée combine une efficacité électronique maximum et un faible coût de Production.</color>","Ermöglicht es der Drohnenfabrik, <color em>Drohnen-Fertigbauten</color> mit Metall anstatt elektronischen Gerät herzustellen.

<color flavor>Die gedruckten elektronischen Geräte bestehen zur Gänze aus zweidimensionalen Nanomaterialien und vereinen effektive elektronische Eigenschaften mit niedrigen Produktionskosten.</color>","Umożliwia budowanie <color em>prefabrykatów dronów</color> w montażowni dronów za metale zamiast artykułów elektronicznych.

<color flavor>Drukowana elektronika, wykonana w całości z dwuwymiarowych nanomateriałów, łączy w sobie dobre właściwości elektroniczne z niską ceną produkcji.</color>","Позволяет конструировать <color em>дрон-модули</color> из металлов вместо электроники.

<color flavor>Печатная электроника производится исключительно из двухмерных наноматериалов и сочетает эффективные свойства обычной электроники с низкой стоимостью производства.</color>","无人机装配厂可以不用电子元件，而用金属制作<color em>无人机预制件</color>。

<color flavor>这种打印出来的电子元件完全由二维纳米材料制成，既保障了电子元件的高效性，又保证了低廉的生产成本。</color>","Permite que los <color em>drones prefabricados</color> puedan ser construidos con metales en vez de electrónica en la fábrica de drones.

<color flavor>Formados en su totalidad por materiales bidimensionales, los productos electrónicos imprimidos combinan propiedades efectivas con costos muy bajos.</color>"
"Uncovers extremely rich underground <color em>Metal</color> deposits.

<color flavor>Increased detail in reading traces of tectonic activities from eons ago has enabled us to accurately predict where to find high-grade metals deep in the crust, only relatively recently pushed up from the Martian mantle.</color>","Descobre depósitos subterrâneos de <color em>Metal</color> extremamente ricos.

<color flavor>O melhor detalhamento das leituras das atividades tectônicas de eras atrás nos permitiu prever com precisão onde encontrar metais de alto nível em camadas mais profundas, que só recentemente foram empurradas para cima do manto marciano.</color>","Découvrez des gisements de <color em>Métaux</color> souterrains extrêmement riches.

<color flavor>Grâce à une technologie de lecture des activités tectoniques vieilles de plusieurs siècles, nous pouvons prédire avec précision où trouver des métaux précieux enfoncés profondément sous la croûte et récemment éjectés hors du manteau de Mars.</color>","Entdeckt besonders reiche unterirdische <color em>Metall</color> vorkommen.

<color flavor>Dank des erhöhten Detailgrades beim Auswerten tektonischer Aktivitäten, die vor Äonen stattfanden, können wir genau vorhersagen, wo sich qualitativ hochwertige Metalle verbergen, die erst vor Kurzem aus der Hülle des Mars Richtung Oberfläche gedrückt wurden.</color>","Odkrywa niezwykle bogate podziemne złoża <color em>metali.</color>

<color flavor>Zwiększenie rozdzielczości odczytywania śladów aktywności tektonicznej sprzed milionów lat umożliwiło dokładne przewidywanie lokalizacji złóż wysokiej jakości metali głęboko w skorupie marsjańskiej, względnie niedawno wypchniętych z płaszcza planety.</color>","Открывает богатые подземные месторождения <color em>металла.</color>

<color flavor>Способность находить даже малейшие следы тектонической активности, которая происходила несколько миллиардов лет назад, позволила нам точно прогнозировать расположение высококачественных металлов, залегающих глубоко в недрах Марса и сравнительно недавно поднявшихся к мантии.</color>","可以发现储量极为丰富的地下<color em>金属</color>资源点。

<color flavor>通过深入研究远古时期的地质活动，我们可以精准地预测地底深处优质金属的位置。不过，仅限近期从火星地幔中不断上升的部分金属。</color>","Descubre yacimientos subterráneos de <color em>metales</color> extremadamente ricos.

<color flavor>Las mejoras en las lecturas de actividades tectónicas llevadas a cabo desde hace eones nos permiten predecir con certeza donde encontrar los metales de gran calidad de las profundidades de la corteza que ahora salen a la superficie del manto marciano.</color>"
"Uncovers extremely rich underground <color em>Water</color> deposits.

<color flavor>Primordial underground lakes in the nethermost regions of Mars’s crust have been accurately hypothesized and successfully pinpointed due to advances in our understanding of the Martian geological past.</color>","Descobre reservatórios subterrâneos de <color em>Água</color> extremamente ricos.

<color flavor>Lagos subterrâneos primordiais nas regiões mais inferiores da crosta de Marte foram hipotetizados e localizados com sucesso devido aos avanços da nossa compreensão do passado geológico de Marte.</color>","Découvrez des gisements d'<color em>Eau</color> souterrains extrêmement riches.

<color flavor>Grâce à nos avancées dans la compréhension du passé géologique de Mars, nous avons pu déterminer et localiser précisément les lacs souterrains des zones les plus profondes de la croûte de Mars.</color>","Entdeckt besonders reiche unterirdische <color em>Wasser</color> vorkommen.

<color flavor>Dank neuester Erkenntnisse über die geologische Vergangenheit des Mars können wir unterirdische Seen in den tiefsten Regionen der Kruste des Mars lokalisieren.</color>","Odkrywa niezwykle bogate podziemne złoża <color em>wody.</color>

<color flavor>Pierwotne podziemne jeziora w najgłębszych regionach skorupy marsjańskiej zostały z powodzeniem zlokalizowane dzięki rozwojowi naszej wiedzy i zrozumienia geologicznej przeszłości Marsa.</color>","Открывает богатые <color em>подземные резервуары воды.</color>

<color flavor>Благодаря прогрессу в изучении геологического прошлого Марса нам удалось спрогнозировать и с точностью указать расположение древних подземных озер в недрах Марса.</color>","可以发现储量极为丰富的地下<color em>水资源</color>资源点。

<color flavor>随着对火星地质历史的深入了解，我们已精准预测并成功找到火星地底深处的远古地下湖泊。</color>","Descubre yacimientos subterráneos de <color em>agua</color> extremadamente ricos.

<color flavor>Los lagos subterráneos primigenios de las regiones más profundas de la corteza de marte fueron hipotéticamente encontrados y localizados gracias a los avances en el conocimiento del pasado geológico marciano.</color>"
"Uncovers extremely rich underground <color em>Rare Metal</color> deposits.

<color flavor>Applying new principles to chemical analysis of ancient crystallized magma has made it possible to locate several exceptionally potent Rare Metal veins deep underground.</color>","Descobre depósitos subterrâneos de <color em>Metais Raros</color> extremamente ricos.

<color flavor>Aplicar novos princípios a análises químicas de magma antigo cristalizado possibilitou a localização de uma série de veias de Metais Raros excepcionalmente potentes num subterrâneo profundo.</color>","Découvrez des gisements de <color em>Métaux Rares</color> souterrains extrêmement riches.

<color flavor>En appliquant les récents principes de l'analyse chimique du magma cristallisé, nous avons localisé plusieurs veines de métal rare exceptionnellement abondantes profondément dans le sol.</color>","Entdeckt besonders reiche unterirdische <color em>Edelmetall</color> vorkommen.

<color flavor>Dank der Anwendung neuester Methoden zur chemischen Analyse alten kristallisierten Magmas können wir tief unter der Oberfläche besonders ergiebige Edelmetalladern lokalisieren.</color>","Odkrywa niezwykle bogate podziemne złoża <color em>rzadkich metali.</color>

<color flavor>Zastosowanie nowych zasad analizy chemicznej pradawnej skrystalizowanej magmy umożliwiło odnalezienie kilku wyjątkowo bogatych żył rzadkich metali głęboko pod powierzchnią planety.</color>","Открывает богатые подземные месторождения <color em>редкого металла.</color>

<color flavor>Применение новых принципов к химическому анализу древней кристаллизованной магмы позволило нам обнаружить невероятно богатые жилы редких металлов глубоко под землей.</color>","可以发现储量极为丰富的地下<color em>稀有金属</color>资源点。

<color flavor>通过采用新的科学技术对远古岩浆结晶进行化学分析，我们找到了地底深处的数条含量丰富的稀有金属矿脉。</color>","Descubre yacimientos subterráneos extremadamente ricos en <color em>metales raros.</color>

<color flavor>La aplicación de nuevos principios al análisis químico del antiguo magma cristalizado permitió localizar varias venas de metales raros excepcionalmente potentes en el subsuelo.</color>"
"Instant and free <color em>power cable</color> construction. Power cables do not suffer from power faults.

<color flavor>A hydrogel of high conductivity and electrical self-healing properties, without any external stimuli and of great strength and flexibility, has been developed based on Nanostructured Conductive Polymers.</color>","Construção instantânea e gratuita de <color em>cabos de energia.</color> Cabos de energia não sofrem com falhas de energia.

<color flavor>Um hidrogel de alta condutividade e propriedades elétricas de autocura, sem nenhum estímulo externo e com grande força e flexibilidade, foi desenvolvido com base nos Polímeros Condutores Nanoestruturados.</color>","Construction gratuite et instantanée d'un <color em>Câble d'alimentation.</color> Les Câbles d'alimentation ne sont pas affectés par les coupures de courant.

<color flavor>Nous avons développé un hydrogel très puissant et flexible à base de Polymères Conducteurs Nanostructurés. Doté d'une haute conductivité il possède des propriétés électriques d'autoréparation ne nécessitant aucun stimulus extérieur.</color>","<color em>Stromkabel</color> werden sofort und kostenlos gebaut. Außerdem können sie keine Stromausfälle verursachen.

<color flavor>Wir konnten auf der Basis von nanostrukturierten leitfähigen Polymeren ein besonders leitfähiges Hydrogel mit selbstheilenden Eigenschaften herstellen, das keine externen Reize benötigt und sowohl extrem robust als auch flexibel ist.</color>","Natychmiastowa i darmowa budowa <color em>kabli energetycznych.</color> Kable nowego typu nie doznają awarii.

<color flavor>Na bazie nanopolimerów przewodzących opracowano hydrożel o dużym przewodnictwie i właściwościach samonaprawczych (działających bez bodźców zewnętrznych), a ponadto o wielkiej wytrzymałości i giętkości.</color>","Мгновенное бесплатное создание <color em>силовых кабелей.</color> Силовые кабели не повреждаются.

<color flavor>На основе наноструктурных проводящих полимеров мы создали мощный универсальный гидрогель с высокой проводимостью и способностью к электрическому самовосстановлению. Гидрогель работает без внешних стимулов.</color>","<color em>电缆</color>建造瞬间完成且不消耗资源，电缆不再会发生电力故障。

<color flavor>这种电缆的材料为纳米结构传导聚合物制成的水凝胶。它具备高传导性与自我修复性，无需外界刺激，强度和柔韧性极佳。</color>","Construcción instantánea de <color em>cables de energía</color> gratuitos. Los cables de alimentación no sufren fallas de alimentación.

<color flavor>Se desarrolló un hidrogel de alta conductividad y propiedades autocurativas eléctricas, sin ningún estímulo externo, de gran resistencia y flexibilidad, sobre la base de polímeros conductores nanoestructurados.</color>"
"Instant and free <color em>pipe</color> construction. Pipes don't suffer from leaks.

<color flavor>A pressure-induced, self-healing coating with remarkable insulation properties has been developed and field-tested to be used en masse on our pipe system.</color>","Construção instantânea e gratuita de <color em>dutos.</color> Dutos não sofrem com vazamentos.

<color flavor>Um revestimento autorregenerador, induzido por pressão, com propriedades de isolamento surpreendentes, foi desenvolvido e testado em campo para ser usado em massa em nosso sistema de dutos.</color>","Construction gratuite et instantanée d'un <color em>Tuyau.</color> Les Tuyaux ne sont pas affectés par les fuites.

<color flavor>Nous avons développé et testé un revêtement autoréparant à pression, dont les extraordinaires propriétés isolantes seront utilisées massivement dans notre système de tuyauterie.</color>","<color em>Rohre</color> werden sofort und kostenlos gebaut. Außerdem können sie keine Lecks bekommen.

<color flavor>Wir haben eine druckinduzierte, sich selbst reparierende Beschichtung entwickelt und getestet, die beeindruckende Isolierungseigenschaften aufweist und unsere äußeren Rohrsysteme verstärken soll.</color>","Natychmiastowa i darmowa budowa <color em>rurociągów.</color> Rury nowego typu nie przeciekają.

<color flavor>Aktywowana ciśnieniowa powłoka o właściwościach samonaprawczych, mająca bardzo dobre właściwości izolacyjne, została opracowana i przetestowana pod kątem masowego stosowania w naszym systemie rurociągów zewnętrznych.</color>","Мгновенное бесплатное создание <color em>труб.</color> Трубы защищены от протечек.

<color flavor>Это самовосстанавливающееся под давлением покрытие с превосходной изоляцией разработано и протестировано для массового использования в трубопроводах.</color>","<color em>管道</color>建造瞬间完成且不消耗资源，管道不再会出现泄漏。

<color flavor>这种管道采用了压感自我修复涂层，拥有出色的绝缘性能，目前已投入所有管道系统中进行实地测试。</color>","Construcción instantánea y gratuita de <color em>tuberías.</color> Las tuberías no sufren fugas.

<color flavor>Se desarrolló y probó en condiciones reales un revestimiento aislante inducido por presión con propiedades de aislamiento notables y autorreparable para ser utilizado en masa en el sistema de tuberías.</color>"
